ID,Vietnamese_Text,English_Text,Vietnamese_Female_Sound,Vietnamese_Male_Sound
lesson_vi2_l48_d4,Còn nhớ ông sư huynh dạy võ ở câu lạc bộ không? Ổng khó tính mà tốt bụng.,Do you remember the senior who taught martial arts at the club? He was strict but kind-hearted.,,
lesson_vi2_l48_d5,"Nhớ chứ, ổng đeo kính suốt, tính hơi nghiêm nhưng chưa bao giờ ác với học trò. Giờ ổng nghỉ hưu rồi, thỉnh thoảng còn đi chữa bệnh giúp hàng xóm.","Of course, he always wore glasses, a bit strict but never cruel to his students. Now he's retired, and sometimes still goes around treating neighbors' illnesses.",,
lesson_vi2_l48_d6,"Đột nhiên nghĩ tới một tấm ảnh cũ chụp cả lớp, để tôi tìm rồi gửi cho cậu xem.","I suddenly thought of an old photo of the whole class, let me find it and send it to you.",,
lesson_vi2_l48_d7,"Được đó, gửi đi. À, tôi vừa đi rút ít tiền, mình ở quán này ăn trưa nha, ăn xong thấy thỏa mãn là được.","Sure, send it over. Oh, I just went to withdraw some cash, let's stay and eat lunch at this place, as long as we're satisfied after eating that's fine.",,
lesson_vi2_l49_d0,"Cuối tuần này mình đi thăm sở thú nha, nghe nói mới nhập thêm khỉ với sóc từ châu Á về.","Let's visit the zoo this weekend, I heard they just brought in new monkeys and squirrels from Asia.",,
lesson_vi2_l49_d1,"Hay đó, đơn giản mà vui. Nhớ mang theo đồ ăn sạch sẽ cho tụi nó ăn nhé.","Sounds good, simple and fun. Remember to bring clean food to feed them.",,
lesson_vi2_l49_d2,"Ừ, để coi kỹ bảng hướng dẫn trước, đừng cho ăn khẩu phần bậy bạ kẻo tụi nó bệnh.","Yeah, let's look carefully at the guide first, don't feed them a random portion or they'll get sick.",,
lesson_vi2_l49_d3,"Bên cạnh chuồng khỉ có khu chim cũng đẹp lắm, nghe nói có cả loài chim biết luyện giọng hót theo người.","Next to the monkey enclosure there's a bird area that's also beautiful, I heard there's even a bird species that trains its voice to mimic people.",,
lesson_vi2_l49_d4,"Thiệt á? Hay ghê, để lát mình ghé xem đoạn đó trước.","Really? That's cool, let's go check out that section first.",,
lesson_vi2_l49_d5,"Ừ, tôi thề là lần trước đi tôi thấy một con khỉ leo hàng rào lộ ra ngoài chuồng luôn, sợ muốn chết.","Yeah, I swear last time I went I saw a monkey climb the fence and get out of its enclosure completely, scared me to death.",,
lesson_vi2_l49_d6,"Trời, may mà không có hậu quả gì nghiêm trọng. Chắc giờ họ xếp lại chuồng cho chắc chắn hơn rồi.","Wow, lucky there were no serious consequences. They've probably rearranged the enclosure to be more secure now.",,
lesson_vi2_l49_d7,"Chắc vậy, nhân viên ở đó cũng khá anh hùng, dám nhảy vào bắt lại con khỉ đó. Nghe nói khu này còn có tượng đài rất sang trọng nữa.","Probably, the staff there were pretty heroic too, daring to jump in and catch the monkey again. I heard this area also has a very fancy monument.",,
lesson_vi2_l50_d0,"Tôi mới thuê được một căn hộ mới, gần một quán cà phê quen, dọn vào ở tuần sau nha.","I just rented a new apartment, close to a cafe I know well, I'm moving in next week.",,
lesson_vi2_l50_d1,"Hay đó, căn thế nào, có cần sửa gì không?","Nice, how is it, does it need any fixing?",,
lesson_vi2_l50_d2,"Có, tường bị hỏng vài chỗ, với có mùi ẩm mốc khó chịu.","Yeah, the wall is broken in a few spots, and there's an unpleasant musty smell.",,
lesson_vi2_l50_d3,"Ngạc nhiên ghê, chủ nhà không nói gì trước hả?","That's surprising, the landlord didn't say anything beforehand?",,
lesson_vi2_l50_d4,"Không, họ giấu luôn chuyện đó, hơi tồi thiệt. Nhưng ánh sáng vào phòng khá đẹp, với ông quản lý tòa nhà tính hiền lành, dễ nói chuyện.","No, they hid it entirely, that's a bit shabby of them. But the light coming into the room is quite nice, and the building manager is gentle-natured, easy to talk to.",,
lesson_vi2_l50_d5,Vậy tính sửa phong thủy phòng khách sao? Ba tôi rất tôn trọng chuyện phong thủy.,So are you planning to arrange the living room feng shui? My dad really respects feng shui.,,
lesson_vi2_l50_d6,"Ừ, tôi cũng định đặt vài chậu lá xanh gần cửa sổ để đón may mắn.","Yeah, I'm also planning to put a few green-leaf plants near the window to welcome good luck.",,
lesson_vi2_l50_d7,"Hay đó, làm vậy đầu óc cũng thấy thư giãn hơn, đỡ đau não vì chuyện sửa nhà.","Nice, doing that will make your mind feel more relaxed too, less of a headache over the renovation.",,
lesson_vi2_l51_d0,Tầm chiều nay đội tình nguyện có dựng sân chơi mới cho khu này không?,"Around this afternoon, is the volunteer team building the new playground for this area?",,
lesson_vi2_l51_d1,"Có, tụi mình bắt đầu từ sáng rồi, siêu vui luôn, mỗi người một việc.","Yes, we started this morning already, it's super fun, everyone has their own task.",,
lesson_vi2_l51_d2,"Ê, để tôi phụ khiêng mấy hộp dụng cụ vào trong đã.","Hey, let me help carry those boxes of tools inside first.",,
lesson_vi2_l51_d3,"Ừ, cẩn thận, còn thừa ít sơn xanh, tí nữa sơn lại cái xích đu.","Yeah, be careful, there's some leftover green paint, we'll repaint the swing set with it in a bit.",,
lesson_vi2_l51_d4,"Trời sắp mưa rồi, chắc phải tạm ngừng, ai có ô thì lấy ra che đồ giùm. Mấy đứa nhỏ chắc lại thích chạy ra tắm mưa cho mà xem.","It's about to rain, we should probably pause, whoever has an umbrella take it out to cover the supplies. The kids will probably love running out to play in the rain, just watch.",,
lesson_vi2_l51_d5,"Được, để tôi nhắn vào nhóm nhắc mọi người tắt hết máy khoan trước khi nghỉ.","Okay, let me text the group to remind everyone to turn off all the drills before taking a break.",,
lesson_vi2_l51_d6,"Ừ, với nhớ ấn nút tắt nguồn cẩn thận, đừng để thừa điện gây cháy nổ gì.","Yeah, and remember to carefully press the power-off button, don't leave excess electricity that could cause a fire.",,
lesson_vi2_l51_d7,"Xong việc chắc còn thừa khá nhiều vật liệu, để dành làm luôn một cái nhà nhỏ cho mấy loài chim ở khu vực gần đó. Nhớ dọn dẹp sạch sẽ trước khi về nha.","After we're done there'll probably be a lot of leftover material, we can save it to build a small house for the bird species around this area too. Remember to clean up thoroughly before we go.",,
lesson_vi2_l52_d0,"Chào anh, em ở tầng bốn. Tháng này em đóng tiền trễ, không biết còn nợ khoản nào nữa không ạ?","Hello, I am on the fourth floor. I paid late this month — do I still owe anything else?",,
lesson_vi2_l52_d1,"Để tôi mở sổ xem... Em chỉ còn thiếu tiền nước thôi, phần rác tôi ghi rồi, không sót khoản nào.","Let me open the book... You are only short on the water bill; I already recorded the trash fee, nothing was left out.",,
lesson_vi2_l52_d2,"Dạ, em chuyển khoản luôn cho tiện. Nhớ đóng trước hạn chót ngày mười lăm đúng không anh?","Alright, I will transfer it right away for convenience. The deadline is the fifteenth, right?",,
lesson_vi2_l52_d3,"Đúng rồi, trễ hạn là bị phạt. À, hôm qua có kiện hàng của em, anh bảo vệ trực đêm lưu tên em vào sổ rồi.","That is right, past the deadline there is a fine. Oh, a package came for you yesterday — the night-duty guard recorded your name in the book.",,
lesson_vi2_l52_d4,"Dạ em xuống lấy sớm, để muộn quá kho đóng cửa. Còn chuyện này nữa: mùa này muỗi nhiều, mình xịt thuốc diệt muỗi khu nội bộ được không anh?","I will come get it early, if I leave it too late the storeroom closes. One more thing: there are a lot of mosquitoes this season — could we spray inside the complex?",,
lesson_vi2_l52_d5,"Được, tuần sau có đội tới. Họ cũng chà rửa sân và sửa cái cửa bị mắc kẹt.","Sure, a crew is coming next week. They will also scrub the yard and fix the door that keeps getting stuck.",,
lesson_vi2_l52_d6,"Tiền bạc em tính kỹ rồi. Ban đêm ở đây yên lặng lắm, chỉ nghe tiếng đài phát thanh của bác hàng xóm thôi.",I have the money worked out carefully. It is very quiet here at night — you only hear the neighbor's radio.,,
lesson_vi2_l52_d7,"Ừ, ai đập cửa ban đêm thì gọi tôi, đừng ngại, mình can thiệp sớm cho yên chuyện.","Right — if anyone bangs on your door at night, call me, do not hesitate; we step in early to keep things calm.",,
lesson_vi2_l53_d0,"Cuối tháng tụi mình đi du lịch thị trấn trên núi nhé, nghe nói cảnh đẹp, thu hút khách lắm.",Let us travel to that mountain town at the end of the month — I hear the scenery is beautiful and draws a lot of visitors.,,
lesson_vi2_l53_d1,"Đi chứ. Nhưng đường đèo quanh co, mình dễ bị say xe, phải mang theo thuốc.","Sure. But the pass road winds a lot and I get carsick easily, so I have to bring medicine.",,
lesson_vi2_l53_d2,"Mình đặt homestay rồi: hai giường, chăn dày, nước nóng lấy từ nguồn suối trên núi.","I already booked a homestay: two beds, thick blankets, and hot water drawn from a mountain spring source.",,
lesson_vi2_l53_d3,"Nghe xinh đó. Mục đích chuyến này là nghỉ ngơi thôi, không cần chạy khắp nơi cho mệt.",That sounds lovely. The purpose of this trip is just to rest — no need to run all over the place and wear ourselves out.,,
lesson_vi2_l53_d4,"Ừ. Chủ nhà là một cô giám đốc về hưu, cà phê ở đó thuộc loại hảo hạng, rang tại chỗ luôn.","Right. The owner is a retired director, and the coffee there is top grade, roasted on site.",,
lesson_vi2_l53_d5,Nhớ mua quà cho tụi nhỏ: một đống kẹo với mấy cục xà phòng thơm làm thủ công.,Remember to buy gifts for the kids: a pile of candy and a few bars of handmade scented soap.,,
lesson_vi2_l53_d6,"Được. Trời lạnh nhớ mang áo khoác chặn gió, tay chạm vào nước suối là buốt luôn.","Will do. It is cold, so bring a jacket to block the wind — the moment your hand touches the stream water it stings.",,
lesson_vi2_l53_d7,"Mình nắm rõ lịch xe khách rồi, sáu giờ sáng khởi hành là vừa đẹp.",I have the coach schedule down — leaving at six in the morning works out perfectly.,,
lesson_vi2_l54_d0,"Em muốn mở tài khoản ngân hàng, cần mang theo giấy tờ gì ạ?",I would like to open a bank account — what documents do I need to bring?,,
lesson_vi2_l54_d1,"Em điền tờ khai này, rồi bên anh chụp lại căn cước. Hồ sơ được phê duyệt ngay trong ngày.","Fill in this form, then we photograph your ID card. The application gets approved the same day.",,
lesson_vi2_l54_d2,"Dạ. Em có so sánh mấy ngân hàng, bên mình phí thấp hơn nên em chọn.","Alright. I compared several banks — yours has lower fees, so I picked it.",,
lesson_vi2_l54_d3,"Cảm ơn em. Nhớ cài ứng dụng để truy cập tài khoản trên điện thoại, số dư tồn hiện ra ngay, khỏi chờ cuối ngày.","Thank you. Remember to install the app to access your account on your phone — the remaining balance shows immediately, no waiting until end of day.",,
lesson_vi2_l54_d4,"Chữ ký của em bị dính qua ô bên cạnh, có sao không ạ?",My signature bled over into the next box — is that a problem?,,
lesson_vi2_l54_d5,"Không sao, ký lại tờ khác thôi. Thẻ sẽ gửi về nhà, nhớ giữ chìa khóa hộp thư cẩn thận.","No problem, just sign another form. The card will be mailed to your home, so keep your mailbox key safe.",,
lesson_vi2_l54_d6,"Ứng dụng có mục thống kê chi tiêu, rất hữu ích, khỏi ném tiền qua cửa sổ mà không biết.","The app has a spending breakdown — very useful, so you do not throw money out the window without noticing.",,
lesson_vi2_l54_d7,"Em đang dành tiền xây nhà cho ba mẹ và nuôi hai đứa nhỏ, nên mỗi đồng đều phải tính. Anh trai em ở bên Mỹ, bang California, cũng dùng ngân hàng này.","I am saving to build a house for my parents and raising two kids, so every đồng counts. My older brother is in the US, in California, and uses this bank too.",,
lesson_vi2_l54_d8,"Vậy mở thêm sổ tiết kiệm, lãi tuy nhỏ nhưng không thua gửi chỗ khác đâu. Xong sớm em còn đi ăn, chắc đói rồi.",Then open a savings book as well — the interest is small but no worse than anywhere else. We will finish early so you can go eat; you must be hungry.,,
lesson_vi2_l55_d0,"Đêm qua bé khóc tới bốn giờ sáng, giấc ngủ của mình coi như không có gì.",The baby cried until four in the morning last night — my sleep was basically nonexistent.,,
lesson_vi2_l55_d1,"Khổ thân. Bé mọc răng hả? Thử quấn chăn chặt một chút, nhiều bé ngủ ngon hơn.",Poor you. Is she teething? Try swaddling her a bit more tightly — a lot of babies sleep better that way.,,
lesson_vi2_l55_d2,"Có thử rồi. Mình đẩy xe nôi đi vòng vòng thì bé nín, đặt xuống là kêu tiếp.","I tried that. If I push the stroller around she quiets down, but the moment I put her down she starts up again.",,
lesson_vi2_l55_d3,"Áp lực ghê. Nhưng đừng chán nản, giai đoạn này rồi cũng qua thôi.",That is real pressure. But do not get discouraged — this stage passes too.,,
lesson_vi2_l55_d4,"Ừ. Tuần sau bé đi học mẫu giáo thử một buổi, cô giáo bên đó dạy nhẹ nhàng lắm.",Yeah. Next week she is trying one session at kindergarten — the teacher there has a very gentle way of teaching.,,
lesson_vi2_l55_d5,"Tốt đó. Giáo dục sớm không cần gì cao siêu đâu, chơi màu vẽ với nghe nhạc thiếu nhi của mấy nghệ sĩ quen là đủ.",That is good. Early education does not need anything lofty — playing with paints and listening to children's music from familiar artists is plenty.,,
lesson_vi2_l55_d6,"Cuối tuần tụi mình dẫn bé ra rừng thông chơi, leo mấy bậc thang gỗ cho bé mệt rồi ngủ sâu.",This weekend we are taking her out to the pine forest to climb the wooden steps — tire her out so she sleeps deeply.,,
lesson_vi2_l55_d7,"Ý hay. Mình có nhóm phụ huynh trên mạng, mọi người thảo luận mấy chuyện này suốt, nhiều người ẩn danh kể thật lắm.",Good idea. I am in a parents group online where people discuss this constantly — a lot of them post anonymously and are very honest.,,
lesson_vi2_l56_d0,"Tàu khởi hành lúc sáu giờ mà giờ vẫn chưa chạy, chậm gần một tiếng rồi.",The train was supposed to depart at six and it still has not moved — nearly an hour late.,,
lesson_vi2_l56_d1,"Ừ, mình hào hứng từ tối qua, giờ ngồi mỏi cả lưng.","Yeah, I have been excited since last night, and now my back aches from sitting.",,
lesson_vi2_l56_d2,"Vé cháy hết từ tuần trước, mua được là may rồi. Mình ghi vài chữ vào sổ tay cho nhớ chuyến này.","Tickets sold out last week, we were lucky to get any. I am writing a few lines in my notebook to remember this trip.",,
lesson_vi2_l56_d3,"Lên biên giới lạnh lắm nha. Trên đó nhiều dân tộc sinh sống, chợ phiên đông như dòng người trôi.","It is cold up at the border. Many ethnic groups live there, and the market day is as crowded as a flowing river of people.",,
lesson_vi2_l56_d4,"Nghe nói vé vào bản chỉ mấy ngàn, rẻ như cho.",I hear entry to the village is only a few thousand đồng — practically free.,,
lesson_vi2_l56_d5,"Quy định mới là phải đăng ký trước, nhưng làm trên mạng dễ dàng thôi.","The new rule is that you have to register in advance, but doing it online is easy.",,
lesson_vi2_l56_d6,"Đi được chuyến này coi như số phận đưa đẩy, tự nhiên rảnh đúng dịp.",Getting to go on this trip feels like fate nudging us — I happened to be free at exactly the right time.,,
lesson_vi2_l56_d7,"Vận may đó. Tối nay đèn treo khắp phố, khoảnh khắc đó đẹp lắm, đáng để chờ.","That is good fortune. Tonight there will be lanterns hung all over the streets — that moment is beautiful, worth the wait.",,
lesson_vi2_l56_d8,"Xe khách trên đèo thì bò từng chút một, đi tàu vẫn êm hơn nhiều.",The coach crawls along the mountain pass bit by bit — the train is still far smoother.,,
lesson_vi2_l57_d0,"Chuyến này tụi mình đi tự túc, không theo tour, trải nghiệm chắc chắn thú vị hơn.","This time we are going self-arranged, not with a tour — the experience will definitely be more interesting.",,
lesson_vi2_l57_d1,"Mê thật. Vé máy bay đang giảm mạnh, đi vòng quanh châu Á cũng không quá tốn.","Love it. Airfares are dropping sharply, so going around Asia will not cost too much.",,
lesson_vi2_l57_d2,"Mình kiên nhẫn săn vé cả tháng trời, có hôm ngồi canh tới nửa đêm.",I patiently hunted for tickets for a whole month — some nights I sat watching until midnight.,,
lesson_vi2_l57_d3,"Xứng đáng mà. Nhớ kiểm tra tình trạng hộ chiếu, xem còn hạn không.",It was worth it. Remember to check the condition of your passport and whether it is still valid.,,
lesson_vi2_l57_d4,"Còn hạn. Mình chỉ lo bị dị ứng hải sản thôi, phải mang thuốc theo.","Still valid. My only worry is my seafood allergy, so I have to bring medicine.",,
lesson_vi2_l57_d5,"Ừ. Bên đó có sở thú nuôi hổ, với một đường hầm cổ và cái nhà ngục cũ giờ thành bảo tàng.","Right. Over there they have a zoo with tigers, plus an old tunnel and a former prison that is now a museum.",,
lesson_vi2_l57_d6,"Bạn mình dọa là trong hầm tối lắm, nhưng chắc vui. Mình chỉ mua vài món kỷ niệm nhỏ cho tiện xách.","My friend warned me the tunnel is very dark, but it should be fun. I will only buy a few small souvenirs so they are easy to carry.",,
lesson_vi2_l57_d7,"Tháng đó bầu trời trong, lại đúng mùa hoa đào nở, chụp hình đẹp lắm.","The sky is clear that month, and it is peach blossom season too — the photos will be beautiful.",,
lesson_vi2_l58_d0,"Sạp trứng gà nhà mình tháng này lỗ nhẹ, giá đầu vào lên nhanh quá.",Our chicken egg stall took a small loss this month — input prices went up too fast.,,
lesson_vi2_l58_d1,"Ừm, chắc thiệt hại cũng không nhiều đâu. Bên mình mới tung ra loại hộp sáu quả, bán chạy lắm.","Mm, the damage is probably not that big. We just launched a six-egg box and it is selling well.",,
lesson_vi2_l58_d2,"Hay đó. Mình cũng đang nghiên cứu mở thêm quầy ở khu dân cư mới, dân đông mà chưa ai bán.",Nice. I am also researching opening another stand in the new residential area — lots of people and nobody selling there yet.,,
lesson_vi2_l58_d3,"Khu đó đất còn bỏ hoang nhiều, nhưng phát triển nhanh, tốc độ xây nhà chóng mặt.","A lot of the land there is still empty, but it is developing fast — houses go up at a dizzying speed.",,
lesson_vi2_l58_d4,"Chiều nay mình chở hàng qua đó xem thử. Đường xóc, trứng dễ vỡ nên phải lót kỹ.","This afternoon I am driving some stock over to have a look. The road is bumpy and eggs break easily, so I have to pad them well.",,
lesson_vi2_l58_d5,"Nhớ mang bảng giá màu sắc rõ ràng, khách nhìn là hiểu liền.",Remember to bring a clearly colored price board — customers understand it at a glance.,,
lesson_vi2_l58_d6,Ừ. Ngày khai trương mình tặng khách quen mỗi người một hộp nhỏ cho vui.,"Right. On opening day I will give each regular customer a small box, just for goodwill.",,
lesson_vi2_l58_d7,"Chọn ngày dương lịch đầu tháng khai trương là đẹp. Mà đừng để chuyện lỗ tháng này ám ảnh, buôn bán lúc lên lúc xuống, đâu phải số mệnh gì.","Opening on the first of the month by the solar calendar is a good pick. And do not let this month's loss haunt you — business goes up and down, it is hardly fate.",,
lesson_vi2_l59_d0,"Chiều nay giỗ ông, mẹ ninh nồi xương từ sáng nên nước dùng ngọt lắm.","This afternoon is grandpa's memorial day — I have been simmering the bone broth since morning, so it is very sweet.",,
lesson_vi2_l59_d1,"Dạ, con qua phụ. Mẹ để con cầm dao thái thịt cho, mẹ lùi lại kẻo dầu bắn.","Yes, I came to help. Let me take the knife and slice the meat — step back so the oil does not splash you.",,
lesson_vi2_l59_d2,"Ngoan. Nhớ rửa hải sản rồi để ráo, nước chảy hết mới chiên được.",Good of you. Remember to wash the seafood and drain it — only once the water has run off can you fry it.,,
lesson_vi2_l59_d3,"Dạ. Con mua thêm sa tế với ớt, mấy đứa em thích ăn cay.",Alright. I bought extra chili sate and fresh chilies — my younger siblings like it spicy.,,
lesson_vi2_l59_d4,"Tóm lại là bàn chính sáu món, xung quanh bày thêm trái cây với bánh.","In short, six dishes on the main table, with fruit and cakes arranged around it.",,
lesson_vi2_l59_d5,"Con thấy vinh dự khi được nấu cho cả nhà, mà cũng hơi hồi hộp.","I feel honored to cook for the whole family, though I am a little nervous too.",,
lesson_vi2_l59_d6,"Cứ từ từ, không ai trách đâu. Mũi con thính lắm, nêm nếm giùm mẹ luôn.","Take your time, nobody will criticize. You have a sharp nose — season it for me while you are at it.",,
lesson_vi2_l59_d7,"Dạ. Lát ông bà tới, con bày tỏ lời cảm ơn rồi lạy trước bàn thờ như mọi năm.",Yes. When the grandparents arrive I will say my thanks and bow before the altar the way I do every year.,,
lesson_vi2_l59_d8,"Ừ. Có hứng thì làm thêm món tráng miệng, không thì thôi, đừng làm nhiều quá tổn sức.","Sure. If you are in the mood, add a dessert; if not, leave it — do not do so much that you wear yourself out.",,
lesson_vi2_l60_d0,"Tối nay có buổi diễn hài miễn phí ngoài bờ sông, đi không?",There is a free comedy show by the river tonight — want to go?,,
lesson_vi2_l60_d1,Đi chứ! Ai đóng vai chính vậy? Nghe nói ông giám đốc nhà hát tự lên sân khấu luôn.,Of course! Who plays the lead? I hear the theater director himself is going on stage.,,
lesson_vi2_l60_d2,"Ha, đúng rồi. Ổng nói vở này pha giữa hài và bi, cười xong lại thấy buồn.","Ha, that is right. He says the play mixes comedy and tragedy — you laugh and then feel sad.",,
lesson_vi2_l60_d3,"Nhớ mang ghế xếp, với cái ô che nắng nếu tụi mình đi sớm.","Remember to bring folding chairs, and an umbrella to block the sun if we go early.",,
lesson_vi2_l60_d4,"Ừ. Một toán bạn cũ của mình cũng tới, vậy là vui gấp bội.","Yeah. A group of my old friends is coming too, so it will be twice the fun.",,
lesson_vi2_l60_d5,"Mình mang ống kính mới, chụp cảnh mặt trời lặn trên khúc sông mênh mông chắc đẹp lắm.",I will bring my new lens — shooting the sunset over that vast stretch of river should be beautiful.,,
lesson_vi2_l60_d6,"Đi ngược dòng người một chút là tới chỗ ngồi tốt, ít ai biết chỗ đó.",Walk a little against the flow of the crowd and you reach a good spot — hardly anyone knows about it.,,
lesson_vi2_l60_d7,Bạn khám phá hay ghê. Mình mặc áo hồng cho dễ tìm nhau.,You are good at discovering these places. I will wear a pink shirt so we can find each other easily.,,
lesson_vi2_l60_d8,"Được. Sân khấu năm nay dựng khá vĩ đại, khâu thẩm mỹ cũng lên tay hẳn.","Sounds good. This year's stage is built on a grand scale, and the aesthetics have clearly improved.",,
lesson_vi2_l61_d0,"Đi tàu hỏa mấy trăm dặm mà không chán, ngồi tán gẫu với bạn bè suốt chặng.",Hundreds of miles by train and it was not boring at all — we chatted with friends the whole way.,,
lesson_vi2_l61_d1,"Ừ. Khách sạn này là bạn giới thiệu hả? Phòng rộng thật, gió từ sông thổi vào mát.","Yeah. Is this the hotel you recommended? The room really is spacious, and the breeze off the river is cool.",,
lesson_vi2_l61_d2,"Đúng rồi. Lễ tân giọng nhẹ nhàng, hỏi gì cũng trả lời kỹ, không từ chối chuyện gì cả.","That is the one. The receptionist has a gentle voice, answers everything thoroughly, and never turns down a request.",,
lesson_vi2_l61_d3,Mạng nối nhanh không? Mình cần gửi mấy khoản chi phí về cho công ty.,Does the internet connect fast? I need to send some expense items back to the company.,,
lesson_vi2_l61_d4,"Nhanh lắm. Tối nay tụi mình xuống sảnh thưởng thức vở kịch ngắn, nghe nói hay.",Very fast. Tonight we can go down to the lobby and enjoy the short play — I hear it is good.,,
lesson_vi2_l61_d5,"Được. Mà đói bụng rồi, ăn trước đã. À, cái điều khiển máy lạnh để đâu ta?","Sure. But I am hungry, let us eat first. Oh, where is the air conditioner remote?",,
lesson_vi2_l61_d6,"Trên bàn đó. Đừng phán xét sớm nha, khách sạn nhỏ mà dịch vụ tốt bất ngờ.",On the table. Do not judge too early — it is a small hotel but the service is surprisingly good.,,
lesson_vi2_l61_d7,"Ừ, niềm vui của mấy chuyến đi chính là tìm được chỗ như vầy.","Right, the joy of trips like this is exactly finding places like this one.",,
lesson_vi2_l62_d0,"Chiều nay dì với mấy cô chú ghé, mình dọn nhà rồi hấp ít bánh cho nóng nha.",My aunt and some relatives are stopping by this afternoon — let us tidy the house and steam some cakes so they are warm.,,
lesson_vi2_l62_d1,"Ừ. Mình lau bàn thờ, đốt nhang trước, rồi dọn cái kho sau nhà cho gọn.","Sure. I will wipe the altar, light the incense first, then clear out the storeroom behind the house.",,
lesson_vi2_l62_d2,"Nồi thịt kho để lửa nhẹ thôi, kho lâu thịt mới mềm.",Keep the braised pork on a low flame — it only gets tender if it braises a long time.,,
lesson_vi2_l62_d3,"Được. Đồ đạc nhà mình chiếm hết lối đi, dời bớt cho khách ngồi thoải mái.",Alright. Our stuff is taking up the whole walkway — move some of it so the guests can sit comfortably.,,
lesson_vi2_l62_d4,"Ừ. Bé đang vẽ tranh tặng dì, vẽ đẹp ghê, mình ngưỡng mộ luôn.","Right. The little one is drawing a picture for auntie — she draws so well, I honestly admire it.",,
lesson_vi2_l62_d5,"Hay quá. À, tối qua khu mình họp tổ dân phố, người ta nhắc chuyện có kẻ ăn cắp đồ ngoài sân, nhớ khóa cổng.","That is lovely. Oh, our block had a neighborhood meeting last night — they mentioned someone stealing things from yards, so remember to lock the gate.",,
lesson_vi2_l62_d6,Biết rồi. Mình cập nhật tin nhóm khu phố mỗi ngày mà.,I know. I keep up with the neighborhood group updates every day.,,
lesson_vi2_l62_d7,"Tốt. Mấy sản phẩm mới mua đừng để ngoài hiên, người ta lôi đi lúc nào không hay.",Good. Do not leave the newly bought goods out on the porch — someone could drag them off without you noticing.,,
lesson_vi2_l63_d0,"Sáng nay đi làm, xe mình đâm nhẹ vào cái trụ điện, may mà chậm.",On the way to work this morning my bike bumped lightly into an electrical pole — luckily I was going slow.,,
lesson_vi2_l63_d1,"Trời, sợ hãi chưa. Có đeo nón bảo hiểm không? Người có sao không?","Goodness, that must have been frightening. Were you wearing a helmet? Are you hurt?",,
lesson_vi2_l63_d2,"Có đeo. Chỉ trầy tay, với bị chuột rút bắp chân lúc thắng gấp thôi.","I was. Just a scraped hand, and a calf cramp from braking suddenly.",,
lesson_vi2_l63_d3,Còn cái xe? Cản trước với cặp treo bên hông có hư gì không?,What about the bike? Is the front guard or the bag hanging on the side damaged?,,
lesson_vi2_l63_d4,"Cản móp một chút, màn hình đồng hồ vẫn sáng. Có một cụ ông đứng gần đó chạy ra đỡ mình dậy.","The guard is dented a bit, the dashboard screen still lights up. An elderly man standing nearby ran over and helped me up.",,
lesson_vi2_l63_d5,May ghê. Hai bên có trao đổi thông tin không?,How lucky. Did the two sides exchange information?,,
lesson_vi2_l63_d6,"Không có ai va vào mình cả, chỉ tự đâm vào trụ. Mình ngồi nghỉ, đọc cuốn tạp chí ở tiệm sửa xe chờ thợ.","Nobody hit me, I just ran into the pole myself. I sat and rested, reading a magazine at the repair shop while waiting for the mechanic.",,
lesson_vi2_l63_d7,"Nghề mình chạy xe suốt, phải cẩn thận. Đừng chạy táo bạo quá, đường trống cũng vậy.","Our line of work means riding all day, so you have to be careful. Do not ride too boldly, even on an empty road.",,
lesson_vi2_l63_d8,"Ừ, mình cắn răng chịu đau chút thôi, mai đi làm lại bình thường.","Yeah, I will grit my teeth through a bit of pain and go back to work as normal tomorrow.",,
lesson_vi2_l64_d0,"Bé tan học lúc mười một giờ, về tới là mưa xuyên suốt cả buổi chiều.","The kid got out of school at eleven, and the moment we got home it rained straight through the whole afternoon.",,
lesson_vi2_l64_d1,"Vậy nấu canh xương với hạt sen đi, trời lạnh ăn cho ấm bụng.",Then let us make bone soup with lotus seeds — warm food for cold weather.,,
lesson_vi2_l64_d2,"Ý hay. Nhà còn ít hạt điều rang, ăn chơi trong lúc chờ canh chín.",Good idea. We still have some roasted cashews to snack on while the soup cooks.,,
lesson_vi2_l64_d3,"Con mèo nằm lì trên tấm thảm, gọi cũng không dậy, lười khiếp.",The cat is sprawled on the rug and will not get up even when called — unbelievably lazy.,,
lesson_vi2_l64_d4,"Ha ha. Bé thì ngồi vẽ con rồng, tô cả trăm màu, nét vẽ cứng tay hẳn rồi.",Ha ha. The kid is drawing a dragon and coloring it in a hundred shades — her hand has really gotten steady.,,
lesson_vi2_l64_d5,Chiều mưa như vầy chơi cờ cũng vui. Nhớ mang vớ vô cho ấm chân.,A rainy afternoon like this is a nice time for a board game. Remember to put on socks to keep your feet warm.,,
lesson_vi2_l64_d6,"Ừ. À, chậu hoa lan ngoài ban công bị gãy, chút nữa gọi thợ tới sửa luôn cái mái.","Sure. Oh, the orchid pot on the balcony broke — later I will call a repairman and have him fix the roof while he is here.",,
lesson_vi2_l64_d7,"Được. Nói thợ xem giùm chỗ dột, yếu tố quan trọng nhất vẫn là chống thấm.",Alright. Ask him to check the leak — the most important factor is still waterproofing.,,
